State,County_FIPS,Average_Distance_to_Stations_(miles),Station_Identifiers_(USAF_WBAN),Nearest_Station,Nearest_Station_Distance,County_Name
OH,39113,25.998913934230217,720713251|720944324|72224963887|72427653859|72427699999|72429093815|7242953867|72429563888|72429599999|72429613841|72429699999|72429793812|72521753855|72521799999|74570013840|74570099999|999999458|9999993867|99999993815,72429093815,11.113434184118178,Montgomery County
IL,17089,33.68977894747311,7201374867|72013799999|7220754871|72207599999|7221824890|72218299999|72241799999|72241899999|72530094846|72530594892|72530599999|72530614855|72530699999|72530799999|72533999999|72534014819|72534499999|72534514834|72534599999|72534694866|72534699999|72534714880|72534799999|7253484831|72534899999|72543094822|74460099999|74465099999|7446554808|74465599999|7446654838|74466599999|99725599999|99733899999|99773599999|99849799999|99849999999|99999914810|99999914819|99999914834|99999914844|99999914855|99999954811|99999994822|99999994846|99999994866,72530599999,9.497847051950686,Kane County
PA,42029,31.616388936456985,72030464752|72030499999|72032464753|72032499999|720408136|72040899999|72408013739|72408594732|72408599999|72408614793|72510114712|72510314712|72510399999|72510954782|72510999999|72511354786|72511399999|72511654737|72511699999|72517014737|72517199999|99728699999|99730099999|99737299999|99768799999|99826599999|99834299999|9999993761|99999913739|99999913771|99999914737|99999914793|99999994732,720408136,6.332153297170276,Chester County
MA,25023,30.90564540038942,72225664774|72505599999|72505914702|72505999999|72506014704|72506114704|72506454769|72506499999|72506594726|72506599999|72506694724|72506699999|72506794720|72506799999|72506854777|72506899999|72506994624|72506999999|72507364708|72507399999|72507799999|72508854733|72508899999|72509014739|72509499999|72509714790|72509854704|72509899999|72509999999|72605499999|72606799999|72606899999|72606999999|74490014702|74490099999|74490714753|74494099999|99208099999|99242099999|99414099999|99497199999|99714099999|99727399999|99727499999|99727899999|99727999999|99728599999|99728899999|99801499999|9999994769|99999914702|99999914753|99999914789|99999914790,72506499999,5.149470684389269,Plymouth County
SC,45045,22.852579276145587,720597190|720744271|72074499999|72311853850|72311899999|72311913886|72311999999|7231203870|72312263889|72312299999|72312453874|72312499999|72312593846|72312693804|72312699999|72319093846|9999993870|99999913822|99999993804|99999993846,72311999999,3.257444658496625,Greenville County
KS,20173,25.663686730353845,72042399999|72043299999|7245003928|72450213932|72450299999|7245043974|72450499999|7245053923|72450599999|72450613986|72450699999|72450953939|72450999999|74909799999|9999993923|9999993928|99999913980|99999913986|99999913998|99999993905,7245003928,3.054337300851435,Sedgwick County
WA,53063,13.406725144480804,69148499999|72785024157|72785494119|72785499999|72785524114|72785599999|72785694176|72785699999|72786099999|72787094119|72787099999|9999994136|99999924157|99999994176,99999994176,5.791055453011452,Spokane County
CO,8001,33.517892456801505,720533160|720534161|72053499999|720535162|720538164|7221553040|72215599999|72466693067|72466699999|7246703017|72469023062|72469099999|724694450|72469499999|72469523036|72469599999|7246993065|72469999999|72476824051|72476899999|7256503017|9999993093|99999923012|99999923036|99999923062|99999993032,724694450,12.312373489090785,Adams County
NJ,34007,32.03502468131789,720407462|72040799999|72407093730|72407493780|72407499999|72407513735|72407613724|72409014780|72409514792|72409599999|72409614706|72409699999|74590099999|99720999999|99721299999|99727099999|99728699999|99730099999|99737299999|99768799999|99769899999|99777999999|99800299999|99834299999|99999913724|99999913735|99999913753|99999914780|99999914792|99999993730,72407493780,11.393379501725196,Camden County
NJ,34031,26.243019806240213,720581178|72058199999|72224754785|72224799999|72407754779|72407799999|72409454743|72409499999|72409754738|72409799999|72409999999|72410499999|72502014734|72502594741|72502599999|72502699999|74000154793|74000199999|99718699999|99727199999|99728099999|99728999999|99743999999|99774399999|999999178|99999914734|99999994741,72409499999,10.482032632116635,Passaic County
CA,6097,30.527735282504317,720406135|72040699999|72093599999|72493999999|72495399999|72495593227|72495599999|72495623211|72495723213|72495799999|72495999999|72499599999|72590523275|72590599999|74012499999|74917599999|99249099999|99402299999|99403699999|99773499999|99847499999|99999923246|99999923275|99999993245|A07049320,72495399999,1.7680927837212497,Sonoma County
NJ,34027,26.74079177660806,720581178|72058199999|72224754785|72224799999|72407754779|72407799999|72409454743|72409499999|72409514792|72409599999|72409754738|72409799999|72409999999|72410499999|72502014734|72502594741|72502599999|72502699999|74000154793|74000199999|74910999999|99727199999|99728099999|99728999999|99743999999|99774399999|999999178|99999914734|99999914792|99999994741,72409754738,7.934830676490194,Morris County
IN,18089,27.10076910198242,720593187|72059399999|721029347|7253274846|72532799999|7253374807|72533799999|72534499999|726358384|72635899999|74465099999|744660388|99725599999|99733999999|99778799999,72533799999,13.854327454546066,Lake County
IA,19153,30.292099743632168,7203124964|72031299999|72041254943|72041299999|72070154942|72070199999|72529214976|72546014933|72546194988|72546199999|7254644977|72546499999|7254664938|72546699999|7254694913|72546999999|72547294989|72547299999|7254864906|72548699999|7254934962|72549399999|99999914933|99999954902,7254664938,0.542787858132541,Polk County
WA,53011,26.18425270828993,72791894298|72791899999|72792424223|72792499999|99780199999|99999924223|99999924238,72791894298,13.71200663513229,Clark County
NY,36085,26.100176862362815,72055399999|72408799999|72409899999|72502699999|72502899999|72503014732|72503394728|72503794745|72503999999|72505394728|72506094728|74485999999|74486094789|74486454787|74486499999|74497599999|74497699999|74910599999|99410099999|99718699999|99727199999|99727299999|99728099999|99728999999|99743999999|99769899999|99999914708|99999914732|99999914786|99999994728|99999994745|99999994789,99727299999,4.029986483533245,Richmond County
ID,16001,20.151587550746957,720734264|72680999999|72681024131|72681394195|72681399999|72681524106|72681599999|9999994127|99999924131,72680999999,3.400980098002293,Ada County
VA,51153,25.21687353109743,7203173735|72031799999|7221673718|72216799999|722692367|72269299999|72309893798|72309899999|72403093738|7240333706|72403399999|72403513773|7240363710|72403699999|72403793728|72403799999|72405013743|7240533717|72405399999|7240553714|72405599999|99731499999|99999913731|99999913743|99999913760|99999913773|99999993734,7240363710,2.2258562727300504,Prince William County
FL,12117,30.51054944423363,720904299|72201192813|72201199999|72201292817|72201299999|72204612898|72204699999|72205012815|72205312841|72205399999|72205612834|72205712854|72205799999|72205899999|72221312819|72221399999|72234192822|72234199999|72236192808|72236199999|74787012834|74794012868|74794099999|74794599999|74794612886|74794699999|74904799999|74905099999|99735499999|99780699999|99999912815|99999912834|99999912841|99999912846|99999912847|99999912854|99999912889|99999992821,72205799999,3.4492530627153535,Seminole County
MA,25013,29.39374085466019,72507554768|72507599999|72508554756|72508599999|72509594746|72510094746|74410414763|74410499999|74491014703|74491099999|74491514775|74491599999|74491699999|99999914763|99999914775|99999994746,74491514775,4.472835562269683,Hampden County
TN,47093,15.108095370151265,72090799999|72324653868|72326013891|72326499999|72427053868|72427099999|9999993841|99999913891,72326499999,4.069183841751712,Knox County
NV,32031,nan,,nannan,nan,Washoe County
CA,6107,31.528533737820958,72389523149|72389599999|72389693144|72389699999|72389853119|72389899999|74917499999,74917499999,19.675911617802527,Tulare County
NY,36067,34.09232141496906,72514654773|72514699999|72515594761|72515599999|72519014771|72519599999|72519614717|72519664775|72519794794|99726499999|9999994727|99999914771|99999914774|99999964758|99999994794,72519014771,8.589071283551142,Onondaga County
VA,51810,26.756661394801025,720499154|72212199999|72307513769|72307699999|72307799999|72308013737|72308313763|72308399999|72308513750|72308693741|72308699999|72308793735|72308799999|7240063701|72400699999|7240073719|72400799999|72402899999|72517213762|74598013702|74598099999|99235099999|99277099999|99371199999|99402099999|99729999999|99730599999|99731599999|99737199999|99769199999|99769399999|99770899999|99778299999|99778399999|99778699999|99785299999|99824599999|9999993739|99999913737|99999913750|99999913759|99999913762|99999913763|99999913769|99999993731|99999993735,72517213762,5.248760988770814,Virginia Beach City
PA,42133,27.7244294858786,720408136|72040899999|72282693762|72282699999|72399014711|72511014751|72511114751|72511199999|72511493778|72511499999|72511514711|72511654737|72511699999|72511814751|72511899999|72514454723|72514499999|99729699999|99999914751,72511499999,7.466753330912066,York County
AZ,4021,30.843981260706826,7227483914|72274899999|72274953128|72274999999|7227833185|72278399999|72278623104|72278699999|74916799999|74917399999|99999953131|99999953162,74917399999,5.250301926166362,Pinal County
NJ,34005,29.012474740471735,720407462|72040799999|72407093730|72407493780|72407499999|72407513735|72407613724|7240844739|72408454760|72408499999|72408799999|72409014780|72409514792|72409599999|72409614706|72409699999|74590099999|74902299999|74910999999|99720999999|99721299999|99727099999|99728699999|99768799999|99769899999|99800299999|99834299999|99842899999|9999994739|9999994783|99999913724|99999913735|99999913753|99999914780|99999914792|99999993730,72407493780,10.171722583463783,Burlington County
CA,6083,29.771700712726172,72289523243|72289599999|72293599999|72376293244|72376299999|72391599999|72392199999|72392399999|72392523190|72393093214|72393099999|72393599999|72394023273|74606099999|74606199999|74947999999|99295099999|99421099999|99640099999|99647099999|99681099999|99732199999|99732299999|99732399999|99834099999|99999923190|99999923236|99999923273|99999953152|99999993124|99999993215,72376293244,5.654434666809416,Santa Barbara County
CA,6095,31.85553588331927,720406135|72040699999|720576174|72057699999|72093599999|72482893241|72482899999|72483023232|72483323206|72483399999|72483523206|72483623208|72483699999|72483993225|72483999999|72492023237|72492723285|72492799999|72493023230|72493099999|72493593228|72493599999|72493623254|72493999999|72494399999|72495023250|72495023254|72495593227|72495599999|72495623211|72495899999|72585093228|74503999999|74504599999|74506023239|74506599999|74516023202|74516099999|74516599999|99401699999|99403399999|99403499999|99403699999|99773499999|99801199999|99816399999|99819799999|99847499999|99847599999|99847699999|99847799999|99847899999|99847999999|99849699999|99999923202|99999923230|99999923232|99999923237|99999923239|99999923242|99999923246|99999923254|99999923271|99999923272|99999993211|99999993228|A07049320,74516023202,0.20702339142942874,Solano County
LA,22033,23.68070076021517,720967457|721046460|72104699999|7223123908|72231299999|72231713970|72232013970|74799499999|999999460|99999913970,72232013970,3.065151983570745,East Baton Rouge Parish
LA,22051,29.5491824640096,72046699999|720957333|72204112993|72204199999|72224299999|72230899999|722309432|72230999999|72231012916|72231553917|72231599999|72231612958|72232699999|72232799999|72233053865|72233099999|72236653865|72236699999|72240612927|72240699999|99429099999|99476099999|99478099999|99497799999|99736099999|99736599999|99819499999|99821899999|999999483|99999912927|99999912930|99999912958|99999912990|99999993906,72231612958,6.942530228324759,Jefferson Parish
CA,6053,38.29429222505264,69002093218|69002099999|69007093217|72388493218|72390093226|72390099999|72391493218|72396199999|72491523245|72491523259|72491599999|72491693217|72491699999|72491723233|72593023233|74017499999|74505499999|74505599999|749179392|74917999999|99238099999|99401999999|99799799999|99999923233|99999923245|99999923259|99999993217|99999993226,69002093218,14.972001630432334,Monterey County
OH,39095,29.088284995907973,72070999999|7242874848|72428799999|72428999999|72524999999|7252544851|72525499999|72536094830|72536614825|99434099999|99729399999|99729599999|99734499999|99999914825|99999914849|99999994830|A07086468,99999994830,7.654678624402179,Lucas County
FL,12115,34.494949879337824,72203412812|72203499999|72210099999|72210492806|72210499999|72211512871|72211599999|72211799999|722118482|72211899999|74788012810|74788099999|74904699999|99422099999|99487099999|99488099999|99706099999|99734699999|99735399999|99770199999|99770599999|99821299999|99821399999|99822899999|99999912810,722118482,10.231101077727715,Sarasota County
MN,27037,25.306979278204174,72058399999|72200354930|72200399999|72203254916|72203299999|7265624943|72656299999|72656394969|72656399999|7265644967|72656499999|7265684961|72656899999|72657399999|72657594960|72657599999|72657794974|72657799999|72657994963|72657999999|72658014922|72658414927|72658499999|7265964978|72659699999|7266034974|72660399999|99999914922|99999914927|99999914947,72656299999,8.544564054639551,Dakota County
TX,48061,25.65915281442479,69028099999|72027612983|72027699999|720743418|72074399999|72215912980|72215999999|72250012919|72250512904|72250599999|72250612959|72250799999|72250812957|72250899999|99480099999|99736999999|99848399999|99999912957|99999912987,72250599999,10.011296708941124,Cameron County
PA,42011,31.59890144668581,72030464752|72030499999|72032464753|72032499999|720408136|72040899999|72399014711|72408614793|72510114712|72510314712|72510399999|72510954782|72510999999|72511354786|72511399999|72511514711|72511654737|72511699999|72514454723|72514499999|72517014737|72517199999|99826599999|9999993761|99999914737|99999914760|99999914793,72510314712,3.4578801141245465,Berks County
NH,33011,31.391585580972002,72507699999|72605014745|7260554743|72605599999|72605654791|72605699999|72615554736|72615599999|72616354770|72616399999|72616594721|72616599999|74394199999|74394514710|74394599999|74394654754|74394699999|99799399999|99999914710|99999914745|99999954794|99999954795|99999994735,74394654754,13.625845616858028,Hillsborough County
OR,41005,37.84442541004787,69033099999|72075399999|72688194273|72688199999|72694024232|72695994281|72695999999|72698024229|72698524242|72698599999|72698694261|72698699999|72698794204|72698799999|99999924229|99999924232,72698599999,26.475745765754326,Clackamas County
SC,45079,24.84692327855035,720596189|720603195|720607199|720611202|720634220|72221699999|72310013883|72310453867|72310499999|7231053858|72310593833|72310599999|723107371|72310799999|72311553854|72311599999|74790013849|74790099999|74792099999|99817799999|99818799999|99820899999|9999993858|99999913883|99999953854|99999953867|99999993833,72310499999,5.941998796721824,Richland County
AL,1097,28.555709530357024,72038163885|720592186|72059299999|72223013894|72223513838|72223599999|72223699999|99272099999|99442099999|99774299999|99778499999|99801699999|99819299999|99819699999|99823899999|99843999999|99844099999|99848599999|99999913894|99999963869|99999993826,72223013894,7.24030343279533,Mobile County
SC,45019,21.459143701371303,720598191|720606198|72060699999|720609201|72060999999|720612203|720632218|72208013880|72208399999|72208613758|72208699999|72208899999|747917390|74791799999|747918391|74909099999|99423099999|99717499999|99737799999|99737899999|99738899999|99768699999|99770999999|99798199999|99799099999|9999993728|99999913758|99999913782|99999913880,72208613758,1.0765635322185416,Charleston County
MI,26049,32.26913404137799,72011354829|72011399999|720902298|72090299999|72200754828|7221254829|72212599999|72234654824|72234699999|7253784887|72537899999|72539014836|72539799999|72541754822|72541799999|72632099999|72637014826|72637594817|72637599999|72637799999|72637914845|99999914826|99999914836|99999914845,99999914826,4.341903459762623,Genesee County
VA,51107,31.54255493700745,7203173735|72031799999|722692367|72269299999|72309893798|72309899999|72403093738|72403513773|7240363710|72403699999|72403793728|72403799999|72405013743|7240533717|72405399999|7240553714|72405599999|99731499999|99999913731|99999913743|99999913773|99999993734,7240553714,4.2680626286348415,Loudoun County
WI,55133,26.11645404489798,7220594866|72205999999|72640014839|72640399999|72640594869|72640599999|72640699999|72640799999|7264094897|72640999999|7264134875|72641399999|72641594854|72641599999|72642494818|72642499999|72646454834|72646499999|7265054845|72650599999|7265094898|72650999999|99299099999|99734099999|99734299999|99773699999|99999914839|99999994869,7264094897,3.7631691831179332,Waukesha County
MO,29183,22.2907023914701,720169116|72048999999|72434013994|7243453966|72434753904|72434799999|99999913992|99999913994|99999993910,7243453966,8.61417461942757,St. Charles County
FL,12081,32.39168118199389,72037392824|72037492825|72202192816|72202199999|72203412812|72203499999|72210099999|72210492806|72210499999|72211012842|72211512871|72211599999|72211612873|72211699999|72211799999|722118482|72211899999|72211912883|72211999999|72212312809|72212399999|72474299999|74788012810|74788099999|74904699999|99422099999|99487099999|99488099999|99706099999|99734599999|99735399999|99735799999|99770199999|99770599999|99779199999|99821299999|99821399999|99822899999|99824199999|99824499999|99826999999|99999912810|99999912842,72211599999,15.665227896790817,Manatee County
AR,5119,30.063111069972337,72218853985|72218899999|7234003952|72340099999|72340113963|72340313963|7234053930|72340599999|7234153962|72341599999|72341613925|72341699999|72341793988|72341799999|74909699999|99999913963|99999993988,72340113963,5.102516947382858,Pulaski County
CA,6061,34.902773793820195,72026723224|72026799999|720614205|720645227|72483323206|72483399999|72483523206|72483623208|72483699999|72483793216|72483799999|72483893205|72483899999|72584523225|72584693201|72584699999|72584793230|72584799999|74500099999|749486397|99999923225|99999923226|99999993216,72584523225,14.673378726395526,Placer County
LA,22071,22.75205562234146,72046699999|72204112993|72204199999|72231012916|7223123908|72231299999|72231553917|72231599999|72231612958|72233053865|72233099999|72236653865|72236699999|99476099999|99736099999|99736599999|99819499999|99821899999|999999483|99999912930|99999912958|99999993906,72231599999,5.829172519067879,Orleans Parish
OH,39017,32.51650946763725,72224963887|72427653859|72427699999|72429093815|7242953867|72429563888|72429599999|72429613841|72429699999|72429793812|72521753855|72521799999|74570013840|74570099999|999999458|9999993867|99999993815,72521799999,5.978214398348963,Butler County
NY,36071,35.13509858718637,7250154789|72501599999|72502699999|72503014732|72503394728|72503614757|72503699999|72503794745|72503814714|72503899999|72505394728|72506094728|72514554746|72514599999|72519899999|99718699999|99728099999|99743999999|99799199999|99999914732|99999914757|99999914797|99999964756|99999994728|99999994745,7250154789,7.6725863382752335,Orange County
FL,12021,35.841005240539836,72104199999|72203812897|72203899999|72210599999|72210612835|72210812894|72210899999|72474199999|99400699999|99734699999|99735199999|99800899999|99827499999|99827899999|99828699999|99828999999|99830699999|99830799999|99999912835|99999992826,99999992826,14.62039511462582,Collier County
NC,37067,30.981517618441046,72207953888|72207999999|72214863824|72214899999|72305563816|72305599999|72315663812|72315699999|72316563821|72316599999|72317013723|72317493783|72317499999|72317763807|72317799999|72319193807|72319393807|72319399999|7420773763|74693499999|7469353709|74693599999|99999913723|99999993807,72319393807,1.8142628140817263,Forsyth County
OR,41039,36.386414677167956,72693024221|72694524202|72694599999|9999994236|99999924221|99999924248,72693024221,22.717827381647677,Lane County
IN,18003,31.16393731185448,72026654809|72026699999|720543167|72054399999|72438814829|72438899999|72533014827|99999914827|99999914829,72533014827,10.9718799113333,Allen County
OH,39151,29.556080663017045,72430314813|72430399999|72521014895|7252164842|72521699999|7252244852|72522499999|72524014820|72524399999|72525014852|725253380|72525399999|74471499999|99280099999|99999914813|99999914820|99999914823|99999914852|99999914895|99999914896|99999954851|99999954856,99999914895,7.942272867988185,Stark County
MI,26161,33.79421478300575,72011354829|72011399999|7202754872|72027599999|72537094847|72537354819|72537399999|72537494889|72537514822|72537614853|72537699999|7253784887|72537899999|72538599999|72539514833|7254044847|72540499999|7254094882|72540999999|72541754822|72541799999|72541854823|72541899999|72632099999|72637014826|72637594817|72637599999|99729599999|99999914822|99999914826|99999914833|99999914853|99999914856|99999994847,72537494889,5.453310622503444,Washtenaw County
NJ,34021,30.38708360732535,720407462|72040799999|720581178|72058199999|72224754785|72224799999|72407493780|72407499999|7240844739|72408454760|72408499999|72408799999|72409014780|72409454743|72409499999|72409514792|72409599999|72409614706|72409699999|72409754738|72409799999|72409999999|72410499999|72502014734|74590099999|74902299999|74910999999|99727199999|99728699999|99728999999|99768799999|99769899999|99774399999|99834299999|99842899999|999999178|9999994739|9999994783|99999914734|99999914780|99999914792,72409599999,5.311720626721029,Mercer County
TX,48039,32.53053707143836,72027312981|72027399999|720594188|72059499999|720617208|720637223|72235112953|72235199999|72241399999|72242012923|72242099999|72242212923|72242312923|72242399999|72242599999|72242699999|72242712975|72242799999|72243399999|72243512918|72243599999|72243612906|72243699999|72243799999|72244012918|72252712976|72252799999|72254312977|72254399999|99232099999|99473099999|99711099999|99736199999|99736299999|99736399999|99736499999|99737099999|99772999999|99818199999|99818999999|99848199999|99999912918|99999912945,72252799999,5.08727488294936,Brazoria County
AL,1089,28.46247917241343,69116499999|72030763804|72030799999|72037663880|72077399999|720856284|72203163839|72203199999|72227953852|72227999999|7232303856|72323163883|72323199999|72638199999|74908099999|9999993856|99999963839|99999963857|99999963866|99999963867|99999963868|99999963896,72030763804,6.759637109801414,Madison County
PA,42077,32.29044290370475,72030464752|72030499999|72032464753|72032499999|720408136|72040899999|72408594732|72408599999|72408614793|72510114712|72510314712|72510399999|72510954782|72510999999|72511354786|72511399999|72511699999|72513514754|72517014737|72517199999|72543454789|72543499999|99999914737|99999914754|99999914760|99999914793|99999994732,72517199999,6.562002215498787,Lehigh County
TN,47065,15.199233563672193,72324013882|72324499999|72324599999|99999913882,72324499999,0.8967535015260242,Hamilton County
FL,12097,37.60751629362846,72201192813|72201199999|72201712876|72201799999|72204012838|72204099999|72204612898|72204699999|72205012815|72205312841|72205399999|72205712854|72205799999|72212312809|72212399999|74793112876|74794012868|74794099999|74794599999|74794612886|74794699999|74795012867|74795099999|74796012804|74796099999|74904599999|74904799999|99495199999|99735499999|99780699999|99999912815|99999912838|99999912841|99999912851|99999912854|99999912881|99999992821,74904799999,22.244324757655466,Osceola County
TX,48355,29.70987711371928,69029099999|72026912982|72026999999|72031612984|72031699999|720391127|72039199999|72039699999|72200812995|72200899999|722369365|72236999999|72251012924|72251512926|72251612928|72251712932|72251799999|72251812974|72251899999|72251999999|72252412972|72252499999|72255612925|72751199999|99411099999|99471099999|99481099999|99736699999|99816599999|99817499999|99818399999|99818499999|99822699999|99823699999|99848299999|99848499999|99999912925|99999912926|99999912928|99999912946|99999912973,72031699999,5.822885874543723,Nueces County
FL,12083,31.3804600620875,720655235|720904299|72201292817|72201299999|72205512861|72205599999|72214612816|72221312819|72221399999|724737377|74756012816|749048415|74904899999|74905099999|74905199999|74905399999|74905499999|99474099999|99999912847|99999912889,72205599999,10.134283086435197,Marion County
FL,12069,34.78549392151346,720904299|721042486|72201192813|72201199999|72201292817|72201299999|72201412818|72201499999|72201712876|72201799999|72205012815|72205312841|72205399999|72205512861|72205599999|72205612834|72205712854|72205799999|72221312819|72221399999|724737377|74787012834|74793112876|74904799999|74904999999|74905099999|74905199999|74905499999|99999912815|99999912834|99999912841|99999912846|99999912847|99999912854|99999912889,74905099999,5.99920710897251,Lake County
TX,48027,31.456123386330972,720542166|72054299999|720647229|720648230|721034351|722323362|72232399999|7225423999|72254299999|72254753942|72254799999|72256013959|72256199999|72256353952|72256399999|7225703933|72257099999|7225723933|7225753972|72257599999|7225763902|72257699999|72257793984|72257799999|74901799999|99999913928|99999913959|99999923907,72257793984,8.585137103568284,Bell County
MN,27003,29.79148957780827,72058399999|72211454901|72211499999|7221444945|72214499999|72655014926|7265624943|72656299999|72657399999|72657594960|72657599999|72657794974|72657799999|72657994963|72657999999|72658014922|72658414927|72658499999|7266034974|72660399999|7266794969|72667999999|72668254914|72668299999|7274754940|72747599999|7275034909|72750399999|99999914922|99999914926|99999914927|99999914947,72657794974,8.635583748214883,Anoka County
UT,49011,28.414304501557258,72056724180|72057299999|72472599999|72572024127|72572399999|72575024126|72575099999|72575524101|72575599999|999999480|9999994138|99999924101|99999924120|99999924122|99999924126|99999953167|A000284116,72575524101,11.566363959009166,Davis County
PA,42129,30.48137615321694,7251174827|72511799999|72512464705|72512499999|7251274726|72512799999|72517564706|72517599999|72520094823|72520514762|72520599999|72520699999|72520754735|72520799999|74906799999|9999994726|99999914762|A0003093795,72520754735,4.019885477586891,Westmoreland County
CO,8069,40.207082622269645,720533160|720534161|72053499999|72053699999|720538164|72469799999|72476824051|72476899999|72476994035|72476999999|99999994074|99999994075,72469799999,22.69251611207641,Larimer County
VA,51041,34.74707022611249,7202783704|72027899999|7202853734|72028599999|7202973730|72029799999|720498153|72077799999|72308493775|72308499999|7231143715|72311499999|72401013740|72401493714|72401499999|72401513726|72401599999|7240173707|72401799999|72401993773|72401999999|72402993775|72402999999|99801799999|99999913726|99999913740,720498153,4.127192610420794,Chesterfield County
CO,8035,33.007359515747616,720534161|72053499999|72064199999|72064299999|720852280|7221553040|72215599999|72466093037|72466399999|72466693067|72466699999|7246703017|72468094015|72468099999|72469023062|72469099999|724694450|72469499999|72469523036|72469599999|7246993065|72469999999|7256503017|726396422|72639699999|74531093065|74531099999|9999993088|99999923012|99999923036|99999923062|99999953007|99999993032|99999993037,72466693067,16.476370967459317,Douglas County
SC,45051,27.7176819770852,720608200|720613204|72310613744|74791013717|74791099999|74791593718|74791599999|74791699999|747918391|99730699999|99800599999|99818699999|99999913744|99999993718,720613204,9.665010145920698,Horry County
OR,41047,38.96660241508218,72688194273|72688199999|72694024232|72694524202|72694599999|72695994281|72695999999|72698024229|72698524242|72698599999|72698694261|72698699999|9999994236|99999924229|99999924232|99999924248,72694024232,20.4349297412002,Marion County
TX,48167,25.828249612770627,720594188|72059499999|720637223|720917306|72241399999|72242012923|72242099999|72242212923|72242312923|72242399999|72242599999|72242699999|72242712975|72242799999|72243012960|72243512918|72243599999|72243612906|72243699999|72243799999|72244012918|72252712976|72252799999|72254312977|72254399999|99473099999|99697099999|99711099999|99736199999|99736299999|99736399999|99736499999|99737099999|99772999999|99818199999|99818299999|99818999999|99848199999|99999912918|99999912945|99999912960,99736199999,6.446347780738257,Galveston County
NC,37051,28.416850972264672,69132499999|7202793705|72027999999|7220733727|72207399999|7221313713|72213199999|7222013723|72220199999|72303013714|72303099999|72303493747|72303499999|72303593740|72303599999|72304499999|72310813776|72310899999|72310993782|72310999999|7231433720|72314399999|7469293702|74692999999|74693093737|74693099999|7469363712|74693699999|74906899999|99999913711|99999913776|99999993737,72303593740,5.017076866368271,Cumberland County
IN,18057,30.53328317959578,720575173|72057599999|720961336|72435653866|72435699999|72438093819|72438453842|72438499999|7243854828|72438599999|72438754807|72438799999|72533499999|72533594833|72533599999|72533694895|72533699999|74421494852|74421499999|99999993819,720575173,10.932685986856091,Hamilton County
NJ,34035,32.2011398229047,720407462|72040799999|720581178|72058199999|72224754785|72224799999|72407493780|72407499999|72407754779|72407799999|7240844739|72408454760|72408499999|72408799999|72409014780|72409454743|72409499999|72409514792|72409599999|72409614706|72409699999|72409754738|72409799999|72409999999|72410499999|72502014734|72502594741|72502599999|74000154793|74000199999|74902299999|74910999999|99727199999|99728099999|99728999999|99768799999|99769899999|99774399999|99834299999|99842899999|999999178|9999994739|9999994783|99999914734|99999914780|99999914792|99999994741,72224754785,5.011009374264061,Somerset County
VA,51087,30.94018340636809,7202853734|72028599999|7202973730|72029799999|720498153|720501155|72050199999|72308493775|72308499999|7231143715|72311499999|72401013740|72401493714|72401499999|72401513726|72401599999|72401993773|72401999999|72402993775|72402999999|99801799999|99999913726|99999913740|99999913742,72401013740,4.888586891454541,Henrico County
NY,36087,34.1769679800912,72055399999|72409899999|7250154789|72501599999|72502699999|72503014732|72503394728|72503614757|72503699999|72503794745|72503814714|72503899999|72503999999|72505394728|72506094728|72519899999|74485999999|74486094789|74486454787|74486499999|74497599999|74497699999|74910599999|99410099999|99446099999|99493099999|99497099999|99718699999|99727199999|99727299999|99728099999|99728999999|99729099999|99743999999|99999914708|99999914732|99999914757|99999914786|99999914797|99999964756|99999994728|99999994745|99999994789,99999914797,11.42791241879952,Rockland County
CO,8013,32.53227740980943,720385419|72038599999|720533160|720534161|72053499999|72053699999|720538164|72466693067|72466699999|7246703017|72467999999|72469023062|72469099999|724694450|72469499999|72469523036|72469599999|72469699999|72469799999|7246993065|72469999999|72476824051|72476899999|72476994035|72476999999|7256503017|99999923012|99999923036|99999923062|99999993032|99999994075,720533160,8.513747555178236,Boulder County
TN,47149,32.20310588723639,72077599999|720974344|721031348|723249463|72326399999|72327013897|72327199999|72327313827|72327399999|74900099999|74908399999|99999913855|99999913897|99999993803,72327399999,12.216971226157085,Rutherford County
MD,24027,29.08986623926848,69117499999|72033493764|72033499999|720384124|72038499999|7206993724|72069999999|72208113730|72208199999|72215813752|72215899999|722244358|72224499999|7228233749|72282399999|72404799999|72405713701|72405799999|72406093721|72406499999|72406593733|72406599999|72406793744|72406799999|72406999999|74002099999|74594013705|74594099999|74594493784|74594599999|74907099999|99440099999|99729699999|99730299999|99731299999|99731499999|99778199999|99799499999|99840999999|99999913710|99999913725|99999913730|99999913749|99999913751|99999913752|99999913777|99999993721,72033499999,13.832690986798772,Howard County
KY,21067,23.54604458752234,720448144|72044899999|720455145|720456146|72422093820|72423353841|72423399999|99999963838|99999993820,72422093820,8.034964880090419,Fayette County
FL,12111,23.62929581552957,72203699999|72204512843|72204799999|72204899999|72210312895|72210399999|72218992815|72218999999|722261360|72226199999|74793012843|74793099999|99495199999|99780799999|99999912843|99999912855|99999912881,72210399999,9.730570715340615,St. Lucie County
NC,37063,31.23944227392131,7202883711|72028899999|720968340|7221313713|72213199999|7221413731|72214199999|7221933722|72219399999|7222013723|72220199999|72304499999|72306013722|72317493783|72317499999|7469363712|74693699999|74693993785|74693999999|9999993758|99999913747,72306013722,11.255491592563969,Durham County
